"","DATE","PRCP","Source.PRCP","TMAX","Source.TMAX","TMIN","Source.TMIN"
"7203",1982-02-18,0,"Measured",0,"Measured",-5,"Measured"
"7204",1982-02-19,0,"Measured",2.8,"Measured",-3.3,"Measured"
"7205",1982-02-20,0,"Measured",6.1,"Measured",-1.1,"Measured"
"7206",1982-02-21,0,"Measured",4.4,"Measured",-1.1,"Measured"
"7207",1982-02-22,0,"Measured",6.1,"Measured",-3.3,"Measured"
"7208",1982-02-23,0,"Measured",5.6,"Measured",-5,"Measured"
"7209",1982-02-24,0.8,"Measured",0.6,"Measured",-5.6,"Measured"
"7210",1982-02-25,0,"Measured",-3.3,"Measured",-11.1,"Measured"
"7211",1982-02-26,0,"Measured",0,"Measured",-10,"Measured"
"7212",1982-02-27,0,"Measured",1.1,"Measured",-8.9,"Measured"
"7213",1982-02-28,0,"Measured",2.2,"Measured",-7.2,"Measured"
"7214",1982-03-01,0,"Measured",2.2,"Measured",-8.3,"Measured"
"7215",1982-03-02,0.5,"Measured",0.6,"Measured",-7.2,"Measured"
"7216",1982-03-03,0,"Measured",-4.4,"Measured",-19.4,"Measured"
"7217",1982-03-04,11.4,"Measured",-4.4,"Measured",-16.7,"Measured"
"7218",1982-03-05,0,"Measured",-4.4,"Measured",-13.3,"Measured"
"7219",1982-03-06,0,"Measured",-3.9,"Measured",-17.8,"Measured"
"7220",1982-03-07,0,"Measured",-5,"Measured",-16.1,"Measured"
"7221",1982-03-08,2.5,"Measured",-6.7,"Measured",-19.4,"Measured"
"7222",1982-03-09,0,"Measured",-5.6,"Measured",-16.1,"Measured"
"7223",1982-03-10,1,"Measured",2.8,"Measured",-8.3,"Measured"
"7224",1982-03-11,0,"Measured",3.9,"Measured",-2.2,"Measured"
"7225",1982-03-12,0.3,"Measured",2.8,"Measured",-3.9,"Measured"
"7226",1982-03-13,7.4,"Measured",7.8,"Measured",-10,"Measured"
"7227",1982-03-14,0,"Measured",6.1,"Measured",-9.4,"Measured"
"7228",1982-03-15,0,"Measured",3.3,"Measured",-4.4,"Measured"
"7229",1982-03-16,15.7,"Measured",2.8,"Measured",-2.8,"Measured"
"7230",1982-03-17,0,"Measured",1.7,"Measured",0,"Measured"
"7231",1982-03-18,0,"Measured",6.1,"Measured",-0.6,"Measured"
"7232",1982-03-19,2,"Measured",6.1,"Measured",-2.2,"Measured"
"7233",1982-03-20,5.8,"Measured",1.1,"Measured",-2.8,"Measured"
"7234",1982-03-21,0.8,"Measured",2.2,"Measured",-1.1,"Measured"
"7235",1982-03-22,0,"Measured",6.1,"Measured",-2.8,"Measured"
"7236",1982-03-23,0.3,"Measured",8.3,"Measured",-3.3,"Measured"
"7237",1982-03-24,0.8,"Measured",7.8,"Measured",0,"Measured"
"7238",1982-03-25,0,"Measured",6.7,"Measured",-3.3,"Measured"
"7239",1982-03-26,0,"Measured",0,"Measured",-4.4,"Measured"
"7240",1982-03-27,0,"Measured",0.6,"Measured",-10.6,"Measured"
"7241",1982-03-28,0,"Measured",6.1,"Measured",-7.2,"Measured"
"7242",1982-03-29,0,"Measured",11.1,"Measured",-3.9,"Measured"
"7243",1982-03-30,9.4,"Measured",17.8,"Measured",-0.6,"Measured"
"7244",1982-03-31,0,"Measured",15.6,"Measured",-0.6,"Measured"
"7245",1982-04-01,0,"Measured",12.2,"Measured",0.6,"Measured"
"7246",1982-04-02,10.9,"Measured",11.7,"Measured",0,"Measured"
"7247",1982-04-03,47,"Measured",13.9,"Measured",-6.7,"Measured"
"7248",1982-04-04,0,"Measured",-1.1,"Measured",-10.6,"Measured"
"7249",1982-04-05,13.7,"Measured",-2.2,"Measured",-13.3,"Measured"
"7250",1982-04-06,0,"Measured",-1.7,"Measured",-13.9,"Measured"
"7251",1982-04-07,0,"Measured",-0.6,"Measured",-13.3,"Measured"
"7252",1982-04-08,0,"Measured",-0.6,"Measured",-8.9,"Measured"
"7253",1982-04-09,2.3,"Measured",2.8,"Measured",-8.3,"Measured"
"7254",1982-04-10,0,"Measured",5,"Measured",-3.9,"Measured"
"7255",1982-04-11,0,"Measured",6.7,"Measured",-2.8,"Measured"
"7256",1982-04-12,0,"Measured",14.4,"Measured",0,"Measured"
"7257",1982-04-13,0,"Measured",13.3,"Measured",3.9,"Measured"
"7258",1982-04-14,0,"Measured",15.6,"Measured",-0.6,"Measured"
"7259",1982-04-15,2.3,"Measured",18.3,"Measured",4.4,"Measured"
"7260",1982-04-16,2.8,"Measured",20,"Measured",11.7,"Measured"
"7261",1982-04-17,1.8,"Measured",18.3,"Measured",2.2,"Measured"
"7262",1982-04-18,0,"Measured",17.2,"Measured",1.1,"Measured"
"7263",1982-04-19,9.7,"Measured",14.4,"Measured",5,"Measured"
"7264",1982-04-20,0.8,"Measured",5,"Measured",-0.6,"Measured"
"7265",1982-04-21,0,"Measured",11.1,"Measured",-2.8,"Measured"
"7266",1982-04-22,0,"Measured",15.6,"Measured",0,"Measured"
"7267",1982-04-23,0,"Measured",18.3,"Measured",2.8,"Measured"
"7268",1982-04-24,0,"Measured",21.7,"Measured",4.4,"Measured"
"7269",1982-04-25,0,"Measured",20.6,"Measured",6.7,"Measured"
"7270",1982-04-26,5.3,"Measured",15.6,"Measured",5.6,"Measured"
"7271",1982-04-27,0,"Measured",12.8,"Measured",-1.7,"Measured"
"7272",1982-04-28,0,"Measured",14.4,"Measured",-0.6,"Measured"
"7273",1982-04-29,0,"Measured",15.6,"Measured",2.8,"Measured"
"7274",1982-04-30,0,"Measured",18.9,"Measured",3.3,"Measured"
"7275",1982-05-01,0,"Measured",21.1,"Measured",5,"Measured"
"7276",1982-05-02,0,"Measured",23.3,"Measured",6.1,"Measured"
"7277",1982-05-03,0,"Measured",24.4,"Measured",8.9,"Measured"
"7278",1982-05-04,1.8,"Measured",25,"Measured",8.9,"Measured"
"7279",1982-05-05,9.4,"Measured",23.9,"Measured",6.1,"Measured"
"7280",1982-05-06,21.6,"Measured",23.9,"Measured",10.6,"Measured"
"7281",1982-05-07,0,"Measured",17.8,"Measured",4.4,"Measured"
"7282",1982-05-08,1.3,"Measured",21.1,"Measured",7.2,"Measured"
"7283",1982-05-09,0,"Measured",22.8,"Measured",6.1,"Measured"
"7284",1982-05-10,0,"Measured",25,"Measured",11.1,"Measured"
"7285",1982-05-11,0,"Measured",25,"Measured",15,"Measured"
"7286",1982-05-12,3.6,"Measured",21.7,"Measured",13.3,"Measured"
"7287",1982-05-13,0,"Measured",25.6,"Measured",13.3,"Measured"
"7288",1982-05-14,0,"Measured",29.4,"Measured",12.2,"Measured"
"7289",1982-05-15,11.7,"Measured",27.2,"Measured",12.2,"Measured"
"7290",1982-05-16,0,"Measured",26.1,"Measured",12.2,"Measured"
"7291",1982-05-17,2.3,"Measured",26.1,"Measured",13.9,"Measured"
"7292",1982-05-18,5.3,"Measured",25.6,"Measured",15,"Measured"
"7293",1982-05-19,2.8,"Measured",23.9,"Measured",13.3,"Measured"
"7294",1982-05-20,3,"Measured",22.2,"Measured",11.7,"Measured"
"7295",1982-05-21,6.4,"Measured",13.9,"Measured",6.1,"Measured"
"7296",1982-05-22,1.8,"Measured",11.7,"Measured",8.9,"Measured"
"7297",1982-05-23,0,"Measured",13.9,"Measured",7.8,"Measured"
"7298",1982-05-24,0,"Measured",16.1,"Measured",11.1,"Measured"
"7299",1982-05-25,0,"Measured",18.3,"Measured",7.2,"Measured"
"7300",1982-05-26,4.1,"Measured",18.3,"Measured",11.7,"Measured"
"7301",1982-05-27,16.5,"Measured",16.7,"Measured",13.9,"Measured"
"7302",1982-05-28,0.5,"Measured",23.9,"Measured",14.4,"Measured"
"7303",1982-05-29,0.8,"Measured",21.1,"Measured",13.9,"Measured"
"7304",1982-05-30,7.9,"Measured",27.2,"Measured",15,"Measured"
"7305",1982-05-31,0.5,"Measured",26.7,"Measured",16.1,"Measured"
"7306",1982-06-01,0,"Measured",20,"Measured",7.8,"Measured"
"7307",1982-06-02,0,"Measured",20,"Measured",7.8,"Measured"
"7308",1982-06-03,0,"Measured",18.3,"Measured",5.6,"Measured"
"7309",1982-06-04,0,"Measured",20.6,"Measured",3.9,"Measured"
"7310",1982-06-05,0,"Measured",22.2,"Measured",4.4,"Measured"
"7311",1982-06-06,2.3,"Measured",22.2,"Measured",6.1,"Measured"
"7312",1982-06-07,11.4,"Measured",25.6,"Measured",15,"Measured"
"7313",1982-06-08,0,"Measured",25.6,"Measured",11.1,"Measured"
"7314",1982-06-09,0.5,"Measured",25,"Measured",13.9,"Measured"
"7315",1982-06-10,1.3,"Measured",24.4,"Measured",8.9,"Measured"
"7316",1982-06-11,0,"Measured",24.4,"Measured",5,"Measured"
"7317",1982-06-12,0,"Measured",23.9,"Measured",10.6,"Measured"
"7318",1982-06-13,0,"Measured",25,"Measured",6.1,"Measured"
"7319",1982-06-14,0,"Measured",25.6,"Measured",11.1,"Measured"
"7320",1982-06-15,37.1,"Measured",23.9,"Measured",15,"Measured"
"7321",1982-06-16,2.3,"Measured",24.4,"Measured",13.9,"Measured"
"7322",1982-06-17,0,"Measured",22.2,"Measured",7.2,"Measured"
"7323",1982-06-18,3.8,"Measured",22.2,"Measured",9.4,"Measured"
"7324",1982-06-19,0,"Measured",20.6,"Measured",6.7,"Measured"
"7325",1982-06-20,1.8,"Measured",21.1,"Measured",10,"Measured"
"7326",1982-06-21,0,"Measured",22.8,"Measured",8.9,"Measured"
"7327",1982-06-22,2.3,"Measured",22.2,"Measured",7.8,"Measured"
"7328",1982-06-23,0,"Measured",24.4,"Measured",8.9,"Measured"
"7329",1982-06-24,0,"Measured",26.1,"Measured",13.3,"Measured"
"7330",1982-06-25,13.2,"Measured",25,"Measured",12.2,"Measured"
"7331",1982-06-26,1.8,"Measured",21.7,"Measured",10.6,"Measured"
"7332",1982-06-27,0,"Measured",25.6,"Measured",13.9,"Measured"
"7333",1982-06-28,0,"Measured",28.9,"Measured",16.1,"Measured"
"7334",1982-06-29,0.8,"Measured",28.9,"Measured",13.9,"Measured"
"7335",1982-06-30,0,"Measured",22.8,"Measured",8.3,"Measured"
"7336",1982-07-01,0,"Measured",25,"Measured",9.4,"Measured"
"7337",1982-07-02,0,"Measured",25,"Measured",11.7,"Measured"
"7338",1982-07-03,3,"Measured",27.8,"Measured",17.8,"Measured"
"7339",1982-07-04,2,"Measured",31.1,"Measured",16.7,"Measured"
"7340",1982-07-05,0,"Measured",32.2,"Measured",19.4,"Measured"
"7341",1982-07-06,3.8,"Measured",32.2,"Measured",20,"Measured"
"7342",1982-07-07,17.5,"Measured",27.8,"Measured",17.8,"Measured"
"7343",1982-07-08,0,"Measured",27.8,"Measured",12.2,"Measured"
"7344",1982-07-09,0,"Measured",26.7,"Measured",17.2,"Measured"
"7345",1982-07-10,1.3,"Measured",27.2,"Measured",18.3,"Measured"
"7346",1982-07-11,6.4,"Measured",25,"Measured",15,"Measured"
"7347",1982-07-12,1.8,"Measured",27.8,"Measured",14.4,"Measured"
"7348",1982-07-13,0,"Measured",27.8,"Measured",15.6,"Measured"
"7349",1982-07-14,0,"Measured",29.4,"Measured",16.1,"Measured"
"7350",1982-07-15,0,"Measured",28.3,"Measured",18.9,"Measured"
"7351",1982-07-16,1.3,"Measured",27.2,"Measured",19.4,"Measured"
"7352",1982-07-17,0,"Measured",32.2,"Measured",22.2,"Measured"
"7353",1982-07-18,0.5,"Measured",31.1,"Measured",20,"Measured"
"7354",1982-07-19,0,"Measured",26.1,"Measured",15,"Measured"
"7355",1982-07-20,0,"Measured",27.8,"Measured",12.8,"Measured"
"7356",1982-07-21,5.3,"Measured",27.8,"Measured",14.4,"Measured"
"7357",1982-07-22,21.1,"Measured",26.1,"Measured",18.3,"Measured"
"7358",1982-07-23,0,"Measured",26.7,"Measured",13.3,"Measured"
"7359",1982-07-24,0,"Measured",28.3,"Measured",14.4,"Measured"
"7360",1982-07-25,0,"Measured",31.1,"Measured",18.9,"Measured"
"7361",1982-07-26,0,"Measured",30,"Measured",20,"Measured"
"7362",1982-07-27,1.5,"Measured",27.8,"Measured",17.8,"Measured"
"7363",1982-07-28,0,"Measured",26.1,"Measured",15.6,"Measured"
"7364",1982-07-29,0,"Measured",26.7,"Measured",13.3,"Measured"
"7365",1982-07-30,0.5,"Measured",25.6,"Measured",14.4,"Measured"
"7366",1982-07-31,0,"Measured",27.2,"Measured",13.9,"Measured"
"7367",1982-08-01,0,"Measured",26.7,"Measured",16.1,"Measured"
"7368",1982-08-02,1.3,"Measured",27.8,"Measured",17.2,"Measured"
"7369",1982-08-03,0,"Measured",34.4,"Measured",18.3,"Measured"
"7370",1982-08-04,36.3,"Measured",34.4,"Measured",20,"Measured"
"7371",1982-08-05,0.5,"Measured",28.3,"Measured",17.2,"Measured"
"7372",1982-08-06,0,"Measured",27.8,"Measured",18.3,"Measured"
"7373",1982-08-07,0.5,"Measured",29.4,"Measured",16.7,"Measured"
"7374",1982-08-08,0,"Measured",27.2,"Measured",18.3,"Measured"
"7375",1982-08-09,0,"Measured",23.3,"Measured",12.2,"Measured"
"7376",1982-08-10,0,"Measured",20.6,"Measured",7.2,"Measured"
"7377",1982-08-11,0,"Measured",21.7,"Measured",8.3,"Measured"
"7378",1982-08-12,0,"Measured",22.8,"Measured",6.7,"Measured"
"7379",1982-08-13,0,"Measured",23.9,"Measured",8.9,"Measured"
"7380",1982-08-14,0,"Measured",25,"Measured",18.3,"Measured"
"7381",1982-08-15,0,"Measured",27.2,"Measured",15,"Measured"
"7382",1982-08-16,0,"Measured",29.4,"Measured",13.9,"Measured"
"7383",1982-08-17,0,"Measured",29.4,"Measured",15,"Measured"
"7384",1982-08-18,0,"Measured",28.3,"Measured",14.4,"Measured"
"7385",1982-08-19,0,"Measured",28.3,"Measured",19.4,"Measured"
"7386",1982-08-20,3.6,"Measured",28.9,"Measured",18.3,"Measured"
"7387",1982-08-21,0,"Measured",26.1,"Measured",11.7,"Measured"
"7388",1982-08-22,2.5,"Measured",25.6,"Measured",16.1,"Measured"
"7389",1982-08-23,0,"Measured",25.6,"Measured",11.1,"Measured"
"7390",1982-08-24,2,"Measured",25.6,"Measured",12.8,"Measured"
"7391",1982-08-25,7.4,"Measured",23.9,"Measured",9.4,"Measured"
"7392",1982-08-26,0,"Measured",25.6,"Measured",13.3,"Measured"
"7393",1982-08-27,0,"Measured",24.4,"Measured",13.3,"Measured"
"7394",1982-08-28,0,"Measured",20,"Measured",5.6,"Measured"
"7395",1982-08-29,24.9,"Measured",18.9,"Measured",7.2,"Measured"
"7396",1982-08-30,2,"Measured",25,"Measured",12.8,"Measured"
"7397",1982-08-31,0,"Measured",25,"Measured",13.3,"Measured"
"7398",1982-09-01,5.3,"Measured",23.3,"Measured",16.7,"Measured"
"7399",1982-09-02,0.5,"Measured",23.3,"Measured",12.8,"Measured"
"7400",1982-09-03,0,"Measured",21.1,"Measured",9.4,"Measured"
"7401",1982-09-04,0,"Measured",23.9,"Measured",6.1,"Measured"
"7402",1982-09-05,0.5,"Measured",25.6,"Measured",14.4,"Measured"
"7403",1982-09-06,2.3,"Measured",22.8,"Measured",9.4,"Measured"
"7404",1982-09-07,0,"Measured",21.1,"Measured",9.4,"Measured"
"7405",1982-09-08,0,"Measured",22.8,"Measured",7.8,"Measured"
"7406",1982-09-09,0,"Measured",26.7,"Measured",12.2,"Measured"
"7407",1982-09-10,0,"Measured",27.2,"Measured",12.2,"Measured"
"7408",1982-09-11,0,"Measured",28.9,"Measured",18.3,"Measured"
"7409",1982-09-12,0,"Measured",28.9,"Measured",17.8,"Measured"
"7410",1982-09-13,2,"Measured",26.1,"Measured",20,"Measured"
"7411",1982-09-14,2,"Measured",25.6,"Measured",13.3,"Measured"
"7412",1982-09-15,0.5,"Measured",14.4,"Measured",9.4,"Measured"
"7413",1982-09-16,0,"Measured",16.1,"Measured",3.9,"Measured"
"7414",1982-09-17,9.7,"Measured",16.1,"Measured",10,"Measured"
"7415",1982-09-18,0,"Measured",19.4,"Measured",6.1,"Measured"
"7416",1982-09-19,0,"Measured",21.1,"Measured",5,"Measured"
"7417",1982-09-20,0.5,"Measured",16.1,"Measured",5.6,"Measured"
"7418",1982-09-21,1,"Measured",16.1,"Measured",2.2,"Measured"
"7419",1982-09-22,0,"Measured",18.3,"Measured",1.7,"Measured"
"7420",1982-09-23,0.3,"Measured",18.3,"Measured",3.9,"Measured"
"7421",1982-09-24,0,"Measured",16.7,"Measured",8.9,"Measured"
"7422",1982-09-25,0,"Measured",12.8,"Measured",6.7,"Measured"
"7423",1982-09-26,0,"Measured",14.4,"Measured",8.3,"Measured"
"7424",1982-09-27,0,"Measured",17.8,"Measured",3.3,"Measured"
"7425",1982-09-28,0.3,"Measured",22.2,"Measured",8.3,"Measured"
"7426",1982-09-29,0,"Measured",26.1,"Measured",15,"Measured"
"7427",1982-09-30,0,"Measured",28.3,"Measured",13.3,"Measured"
"7428",1982-10-01,0.3,"Measured",28.3,"Measured",15.6,"Measured"
"7429",1982-10-02,0,"Measured",24.4,"Measured",9.4,"Measured"
"7430",1982-10-03,0,"Measured",23.3,"Measured",4.4,"Measured"
"7431",1982-10-04,0,"Measured",20,"Measured",6.7,"Measured"
"7432",1982-10-05,0,"Measured",25.6,"Measured",10,"Measured"
"7433",1982-10-06,0,"Measured",28.3,"Measured",15,"Measured"
"7434",1982-10-07,6.6,"Measured",28.9,"Measured",5,"Measured"
"7435",1982-10-08,0,"Measured",20.6,"Measured",3.9,"Measured"
"7436",1982-10-09,6.9,"Measured",20,"Measured",9.4,"Measured"
"7437",1982-10-10,0.5,"Measured",15.6,"Measured",5.6,"Measured"
"7438",1982-10-11,0,"Measured",11.7,"Measured",8.3,"Measured"
"7439",1982-10-12,0,"Measured",13.3,"Measured",5,"Measured"
"7440",1982-10-13,0,"Measured",12.2,"Measured",5.6,"Measured"
"7441",1982-10-14,0,"Measured",17.2,"Measured",4.4,"Measured"
"7442",1982-10-15,1.5,"Measured",17.2,"Measured",6.1,"Measured"
"7443",1982-10-16,0,"Measured",12.8,"Measured",-0.6,"Measured"
"7444",1982-10-17,1.5,"Measured",12.2,"Measured",-1.7,"Measured"
"7445",1982-10-18,0,"Measured",18.3,"Measured",4.4,"Measured"
"7446",1982-10-19,2,"Measured",18.3,"Measured",10.6,"Measured"
"7447",1982-10-20,6.9,"Measured",14.4,"Measured",-1.7,"Measured"
"7448",1982-10-21,0,"Measured",6.1,"Measured",-3.9,"Measured"
"7449",1982-10-22,0,"Measured",7.8,"Measured",-5.6,"Measured"
"7450",1982-10-23,0,"Measured",12.2,"Measured",-3.9,"Measured"
"7451",1982-10-24,0,"Measured",12.8,"Measured",0,"Measured"
"7452",1982-10-25,0,"Measured",17.2,"Measured",1.1,"Measured"
"7453",1982-10-26,0,"Measured",16.7,"Measured",-0.6,"Measured"
"7454",1982-10-27,0,"Measured",15.6,"Measured",0,"Measured"
"7455",1982-10-28,1,"Measured",16.7,"Measured",8.9,"Measured"
"7456",1982-10-29,5.1,"Measured",15,"Measured",6.7,"Measured"
"7457",1982-10-30,0,"Measured",15,"Measured",7.2,"Measured"
"7458",1982-10-31,0,"Measured",13.9,"Measured",7.2,"Measured"
"7459",1982-11-01,22.9,"Measured",10.6,"Measured",7.2,"Measured"
"7460",1982-11-02,20.3,"Measured",9.4,"Measured",6.7,"Measured"
"7461",1982-11-03,0,"Measured",9.4,"Measured",1.1,"Measured"
"7462",1982-11-04,0.5,"Measured",1.1,"Measured",-3.9,"Measured"
"7463",1982-11-05,0,"Measured",0.6,"Measured",-2.8,"Measured"
"7464",1982-11-06,0,"Measured",6.1,"Measured",-5,"Measured"
"7465",1982-11-07,0,"Measured",15.6,"Measured",1.1,"Measured"
"7466",1982-11-08,0,"Measured",17.2,"Measured",-0.6,"Measured"
"7467",1982-11-09,18.3,"Measured",6.7,"Measured",1.7,"Measured"
"7468",1982-11-10,13.2,"Measured",11.1,"Measured",1.7,"Measured"
"7469",1982-11-11,12.2,"Measured",11.1,"Measured",2.8,"Measured"
"7470",1982-11-12,12.7,"Measured",12.8,"Measured",-2.8,"Measured"
"7471",1982-11-13,0,"Measured",-2.8,"Measured",-8.9,"Measured"
"7472",1982-11-14,0,"Measured",-3.9,"Measured",-5.6,"Measured"
"7473",1982-11-15,0,"Measured",0.6,"Measured",-11.1,"Measured"
"7474",1982-11-16,0,"Measured",4.4,"Measured",-4.4,"Measured"
"7475",1982-11-17,0,"Measured",7.8,"Measured",-6.1,"Measured"
"7476",1982-11-18,0,"Measured",8.9,"Measured",-3.9,"Measured"
"7477",1982-11-19,4.1,"Measured",11.7,"Measured",5.6,"Measured"
"7478",1982-11-20,4.8,"Measured",16.7,"Measured",11.1,"Measured"
"7479",1982-11-21,0,"Measured",11.7,"Measured",-1.7,"Measured"
"7480",1982-11-22,0,"Measured",7.2,"Measured",-2.2,"Measured"
"7481",1982-11-23,0,"Measured",5.6,"Measured",-4.4,"Measured"
"7482",1982-11-24,0,"Measured",-2.8,"Measured",-11.7,"Measured"
"7483",1982-11-25,0,"Measured",3.3,"Measured",-7.8,"Measured"
"7484",1982-11-26,0,"Measured",0.6,"Measured",-2.2,"Measured"
"7485",1982-11-27,0,"Measured",0,"Measured",-11.1,"Measured"
"7486",1982-11-28,10.7,"Measured",0.6,"Measured",-5,"Measured"
"7487",1982-11-29,0.8,"Measured",1.7,"Measured",-0.6,"Measured"
"7488",1982-11-30,0.5,"Measured",5.6,"Measured",0.6,"Measured"
"7489",1982-12-01,0.5,"Measured",10,"Measured",1.1,"Measured"
"7490",1982-12-02,47.8,"Measured",16.1,"Measured",9.4,"Measured"
"7491",1982-12-03,11.2,"Measured",15.6,"Measured",4.4,"Measured"
"7492",1982-12-04,0,"Measured",6.7,"Measured",3.9,"Measured"
"7493",1982-12-05,18.8,"Measured",5.6,"Measured",2.8,"Measured"
"7494",1982-12-06,3.6,"Measured",3.3,"Measured",-3.9,"Measured"
"7495",1982-12-07,2.3,"Measured",0.6,"Measured",-5.6,"Measured"
"7496",1982-12-08,0,"Measured",-5,"Measured",-8.3,"Measured"
"7497",1982-12-09,0,"Measured",-7.2,"Measured",-16.1,"Measured"
"7498",1982-12-10,0,"Measured",1.7,"Measured",-9.4,"Measured"
"7499",1982-12-11,0,"Measured",0.6,"Measured",-16.1,"Measured"
"7500",1982-12-12,0,"Measured",-7.2,"Measured",-16.7,"Measured"
"7501",1982-12-13,0,"Measured",1.1,"Measured",-10.6,"Measured"
"7502",1982-12-14,0,"Measured",1.1,"Measured",-1.7,"Measured"
"7503",1982-12-15,1.5,"Measured",1.1,"Measured",-1.1,"Measured"
"7504",1982-12-16,4.1,"Measured",0.6,"Measured",-9.4,"Measured"
"7505",1982-12-17,0,"Measured",-2.2,"Measured",-15,"Measured"
"7506",1982-12-18,0,"Measured",5.6,"Measured",-2.8,"Measured"
"7507",1982-12-19,2.3,"Measured",3.9,"Measured",-2.2,"Measured"
"7508",1982-12-20,0,"Measured",-2.2,"Measured",-4.4,"Measured"
"7509",1982-12-21,0,"Measured",-2.2,"Measured",-10,"Measured"
"7510",1982-12-22,0,"Measured",3.9,"Measured",-6.1,"Measured"
"7511",1982-12-23,0.8,"Measured",8.3,"Measured",1.1,"Measured"
"7512",1982-12-24,1.3,"Measured",7.2,"Measured",2.8,"Measured"
"7513",1982-12-25,0,"Measured",12.8,"Measured",2.8,"Measured"
"7514",1982-12-26,0,"Measured",2.8,"Measured",-4.4,"Measured"
"7515",1982-12-27,0,"Measured",2.8,"Measured",-1.7,"Measured"
"7516",1982-12-28,9.7,"Measured",9.4,"Measured",-5,"Measured"
"7517",1982-12-29,0,"Measured",-4.4,"Measured",-11.1,"Measured"
"7518",1982-12-30,0,"Measured",-3.3,"Measured",-13.9,"Measured"
"7519",1982-12-31,0,"Measured",-1.7,"Measured",-5,"Measured"
"7520",1983-01-01,0,"Measured",-1.1,"Measured",-5.6,"Measured"
"7521",1983-01-02,0,"Measured",-2.8,"Measured",-7.8,"Measured"
"7522",1983-01-03,0,"Measured",-5,"Measured",-13.9,"Measured"
"7523",1983-01-04,0,"Measured",-1.7,"Measured",-8.9,"Measured"
"7524",1983-01-05,0,"Measured",0,"Measured",-5.6,"Measured"
"7525",1983-01-06,1.8,"Measured",0,"Measured",-3.9,"Measured"
"7526",1983-01-07,0,"Measured",1.7,"Measured",-5,"Measured"
"7527",1983-01-08,0,"Measured",-2.8,"Measured",-5,"Measured"
"7528",1983-01-09,0,"Measured",1.7,"Measured",-6.7,"Measured"
"7529",1983-01-10,0.8,"Measured",2.8,"Measured",0,"Measured"
"7530",1983-01-11,1.3,"Measured",1.7,"Measured",-4.4,"Measured"
"7531",1983-01-12,0.3,"Measured",-2.8,"Measured",-12.2,"Measured"
"7532",1983-01-13,0,"Measured",-2.2,"Measured",-11.1,"Measured"
"7533",1983-01-14,2.3,"Measured",-1.7,"Measured",-7.8,"Measured"
"7534",1983-01-15,0,"Measured",-3.3,"Measured",-13.9,"Measured"
"7535",1983-01-16,0,"Measured",-6.7,"Measured",-15,"Measured"
"7536",1983-01-17,0,"Measured",-7.8,"Measured",-12.2,"Measured"
"7537",1983-01-18,0,"Measured",-9.4,"Measured",-20,"Measured"
"7538",1983-01-19,0,"Measured",-5,"Measured",-17.2,"Measured"
"7539",1983-01-20,0,"Measured",-1.7,"Measured",-11.1,"Measured"
"7540",1983-01-21,0,"Measured",1.7,"Measured",-6.7,"Measured"
"7541",1983-01-22,2,"Measured",0,"Measured",-3.3,"Measured"
"7542",1983-01-23,0.5,"Measured",0.6,"Measured",-1.1,"Measured"
"7543",1983-01-24,0,"Measured",0.6,"Measured",-2.2,"Measured"
"7544",1983-01-25,0,"Measured",-1.1,"Measured",-10,"Measured"
"7545",1983-01-26,0,"Measured",-7.8,"Measured",-13.3,"Measured"
"7546",1983-01-27,0,"Measured",-7.2,"Measured",-20.6,"Measured"
"7547",1983-01-28,0,"Measured",0.6,"Measured",-9.4,"Measured"
"7548",1983-01-29,0,"Measured",1.1,"Measured",-2.2,"Measured"
"7549",1983-01-30,1,"Measured",1.1,"Measured",-3.9,"Measured"
"7550",1983-01-31,0,"Measured",-2.8,"Measured",-7.8,"Measured"
"7551",1983-02-01,0,"Measured",-1.7,"Measured",-7.2,"Measured"
"7552",1983-02-02,12.2,"Measured",-0.6,"Measured",-3.3,"Measured"
"7553",1983-02-03,9.7,"Measured",-1.7,"Measured",-11.1,"Measured"
"7554",1983-02-04,0,"Measured",-7.8,"Measured",-18.3,"Measured"
"7555",1983-02-05,0,"Measured",-5.6,"Measured",-20,"Measured"
"7556",1983-02-06,7.4,"Measured",-3.9,"Measured",-8.3,"Measured"
"7557",1983-02-07,0,"Measured",-6.7,"Measured",-21.1,"Measured"
"7558",1983-02-08,0,"Measured",-5,"Measured",-17.8,"Measured"
"7559",1983-02-09,0,"Measured",-1.1,"Measured",-10,"Measured"
"7560",1983-02-10,0,"Measured",-1.1,"Measured",-3.9,"Measured"
"7561",1983-02-11,0,"Measured",-1.1,"Measured",-8.3,"Measured"
"7562",1983-02-12,0,"Measured",1.1,"Measured",-5.6,"Measured"
"7563",1983-02-13,0,"Measured",3.3,"Measured",-2.2,"Measured"
"7564",1983-02-14,0,"Measured",3.9,"Measured",-2.2,"Measured"
"7565",1983-02-15,0,"Measured",3.3,"Measured",-3.3,"Measured"
"7566",1983-02-16,11.9,"Measured",1.7,"Measured",0,"Measured"
"7567",1983-02-17,0,"Measured",5,"Measured",0.6,"Measured"
"7568",1983-02-18,3,"Measured",3.3,"Measured",-1.1,"Measured"
"7569",1983-02-19,0,"Measured",7.2,"Measured",0.6,"Measured"
"7570",1983-02-20,0,"Measured",8.3,"Measured",0,"Measured"
"7571",1983-02-21,0,"Measured",6.7,"Measured",0,"Measured"
"7572",1983-02-22,0.5,"Measured",2.8,"Measured",0,"Measured"
